Image,RBC_GT_Count,RBC_GT_Positions,RBC_Raw_Count,RBC_Raw_Count_Acc,RBC_Raw_Spatial_Acc,RBC_Raw_Prec,RBC_Raw_Positions,RBC_Filt_Count,RBC_Filt_Count_Acc,RBC_Filt_Spatial_Acc,RBC_Filt_Prec,RBC_Filt_Positions,Plat_GT_Count,Plat_GT_Positions,Plat_Raw_Count,Plat_Raw_Count_Acc,Plat_Raw_Spatial_Acc,Plat_Raw_Prec,Plat_Raw_Positions,Plat_Filt_Count,Plat_Filt_Count_Acc,Plat_Filt_Spatial_Acc,Plat_Filt_Prec,Plat_Filt_Positions
BloodImage_00049.jpg,14,"[(109, 180, 204, 277), (150, 65, 255, 154), (90, 488, 198, 595), (262, 415, 352, 511), (349, 561, 436, 640), (174, 370, 264, 467), (1, 175, 71, 256), (325, 364, 426, 494), (126, 1, 252, 83), (1, 502, 97, 596), (354, 288, 444, 384), (139, 285, 229, 381), (8, 250, 110, 367), (42, 377, 158, 492)]",16,0.857,0.2,0.312,"[(1, 114, 61, 236), (1, 257, 115, 394), (7, 395, 139, 583), (14, 1, 131, 131), (32, 108, 163, 205), (116, 286, 244, 363), (116, 498, 184, 574), (124, 193, 201, 282), (130, 1, 231, 53), (144, 26, 242, 95), (182, 280, 434, 459), (251, 1, 304, 50), (335, 1, 447, 60), (309, 570, 431, 639), (378, 320, 441, 390), (404, 540, 479, 639)]",12,0.857,0.182,0.333,"[(1, 114, 61, 236), (14, 1, 131, 131), (32, 108, 163, 205), (116, 286, 244, 363), (116, 498, 184, 574), (124, 193, 201, 282), (130, 1, 231, 53), (144, 26, 242, 95), (335, 1, 447, 60), (309, 570, 431, 639), (378, 320, 441, 390), (404, 540, 479, 639)]",0,[],4,0.0,0.0,0.0,"[(19, 403, 39, 417), (211, 153, 237, 185), (256, 170, 343, 270), (308, 9, 325, 23)]",2,0.0,0.0,0.0,"[(19, 403, 39, 417), (308, 9, 325, 23)]"
BloodImage_00050.jpg,10,"[(149, 111, 254, 205), (80, 484, 186, 593), (109, 365, 215, 474), (301, 421, 418, 528), (313, 250, 419, 348), (317, 158, 423, 256), (39, 321, 146, 424), (64, 29, 169, 141), (248, 323, 353, 449), (368, 514, 474, 612)]",24,0.0,0.097,0.125,"[(1, 1, 36, 15), (1, 31, 30, 145), (27, 1, 172, 133), (16, 113, 130, 218), (38, 189, 236, 385), (101, 215, 121, 242), (105, 449, 174, 522), (119, 362, 206, 478), (129, 1, 178, 28), (97, 515, 168, 583), (159, 140, 176, 170), (200, 169, 426, 423), (203, 609, 287, 639), (305, 557, 430, 639), (299, 415, 395, 518), (313, 345, 347, 379), (329, 409, 419, 486), (369, 250, 429, 335), (375, 364, 460, 470), (397, 302, 479, 380), (406, 145, 472, 217), (428, 1, 479, 90), (431, 532, 460, 555), (432, 246, 479, 278)]",13,0.7,0.095,0.154,"[(1, 31, 30, 145), (16, 113, 130, 218), (105, 449, 174, 522), (119, 362, 206, 478), (203, 609, 287, 639), (305, 557, 430, 639), (299, 415, 395, 518), (329, 409, 419, 486), (369, 250, 429, 335), (375, 364, 460, 470), (397, 302, 479, 380), (406, 145, 472, 217), (428, 1, 479, 90)]",0,[],2,0.0,0.0,0.0,"[(4, 176, 101, 304), (190, 154, 202, 168)]",1,0.0,0.0,0.0,"[(190, 154, 202, 168)]"
BloodImage_00052.jpg,14,"[(81, 214, 183, 333), (56, 332, 151, 423), (157, 346, 252, 437), (241, 415, 336, 506), (121, 175, 201, 255), (392, 448, 480, 547), (388, 257, 480, 372), (388, 6, 480, 121), (51, 494, 150, 609), (1, 375, 80, 508), (340, 549, 442, 640), (201, 571, 333, 640), (84, 39, 207, 153), (278, 22, 401, 136)]",21,0.5,0.25,0.333,"[(1, 1, 61, 114), (1, 98, 52, 206), (1, 212, 27, 289), (1, 385, 79, 443), (1, 443, 69, 522), (1, 576, 92, 639), (53, 514, 145, 604), (76, 330, 171, 435), (77, 1, 192, 142), (94, 185, 181, 337), (155, 191, 197, 241), (161, 349, 245, 429), (194, 1, 407, 131), (216, 576, 292, 623), (232, 560, 467, 639), (252, 433, 330, 495), (337, 270, 479, 544), (340, 186, 356, 211), (376, 10, 479, 167), (391, 271, 413, 293), (428, 448, 479, 500)]",10,0.714,0.333,0.6,"[(1, 1, 61, 114), (1, 98, 52, 206), (1, 443, 69, 522), (1, 576, 92, 639), (53, 514, 145, 604), (76, 330, 171, 435), (94, 185, 181, 337), (161, 349, 245, 429), (252, 433, 330, 495), (376, 10, 479, 167)]",0,[],5,0.0,0.0,0.0,"[(84, 16, 90, 22), (198, 304, 223, 330), (239, 210, 245, 218), (240, 121, 329, 245), (272, 256, 284, 273)]",3,0.0,0.0,0.0,"[(84, 16, 90, 22), (239, 210, 245, 218), (272, 256, 284, 273)]"
BloodImage_00053.jpg,10,"[(317, 259, 429, 370), (343, 95, 454, 234), (57, 259, 150, 373), (1, 559, 87, 640), (1, 433, 115, 541), (115, 553, 250, 640), (269, 446, 404, 533), (125, 392, 260, 479), (72, 1, 200, 119), (278, 529, 390, 640)]",21,0.0,0.292,0.333,"[(1, 75, 64, 182), (1, 442, 91, 524), (1, 573, 79, 639), (67, 436, 117, 514), (83, 1, 186, 112), (74, 266, 128, 297), (114, 389, 181, 466), (130, 514, 280, 639), (168, 400, 265, 482), (243, 375, 356, 476), (246, 1, 390, 150), (246, 454, 353, 555), (325, 291, 430, 364), (337, 267, 420, 308), (356, 110, 474, 232), (362, 501, 479, 593), (373, 1, 479, 84), (414, 597, 479, 639), (436, 175, 479, 293), (450, 129, 479, 179), (454, 447, 479, 492)]",16,0.4,0.3,0.375,"[(1, 75, 64, 182), (1, 442, 91, 524), (1, 573, 79, 639), (67, 436, 117, 514), (83, 1, 186, 112), (114, 389, 181, 466), (168, 400, 265, 482), (243, 375, 356, 476), (246, 454, 353, 555), (325, 291, 430, 364), (337, 267, 420, 308), (356, 110, 474, 232), (362, 501, 479, 593), (373, 1, 479, 84), (414, 597, 479, 639), (436, 175, 479, 293)]",0,[],5,0.0,0.0,0.0,"[(20, 116, 130, 231), (39, 18, 45, 27), (158, 341, 163, 347), (226, 369, 241, 395), (312, 552, 318, 560)]",4,0.0,0.0,0.0,"[(39, 18, 45, 27), (158, 341, 163, 347), (226, 369, 241, 395), (312, 552, 318, 560)]"
BloodImage_00054.jpg,10,"[(19, 451, 108, 560), (118, 408, 211, 514), (415, 432, 480, 573), (323, 269, 443, 373), (138, 288, 232, 399), (205, 533, 325, 637), (269, 477, 367, 600), (186, 135, 265, 219), (218, 5, 300, 114), (340, 42, 453, 161)]",22,0.0,0.231,0.273,"[(1, 328, 13, 347), (1, 539, 19, 596), (5, 1, 263, 159), (32, 465, 97, 550), (114, 579, 159, 627), (126, 412, 203, 488), (150, 531, 358, 639), (161, 261, 245, 354), (175, 170, 266, 277), (193, 363, 218, 385), (197, 33, 227, 45), (198, 103, 264, 178), (229, 1, 333, 80), (282, 491, 363, 556), (324, 580, 441, 639), (335, 276, 427, 357), (343, 45, 445, 162), (356, 147, 432, 231), (377, 312, 432, 360), (423, 449, 479, 560), (460, 240, 479, 287), (456, 377, 479, 416)]",13,0.7,0.278,0.385,"[(32, 465, 97, 550), (126, 412, 203, 488), (161, 261, 245, 354), (175, 170, 266, 277), (198, 103, 264, 178), (229, 1, 333, 80), (282, 491, 363, 556), (324, 580, 441, 639), (335, 276, 427, 357), (343, 45, 445, 162), (356, 147, 432, 231), (377, 312, 432, 360), (423, 449, 479, 560)]",0,[],2,0.0,0.0,0.0,"[(75, 172, 151, 245), (81, 181, 86, 186)]",1,0.0,0.0,0.0,"[(81, 181, 86, 186)]"
BloodImage_00055.jpg,10,"[(15, 330, 100, 439), (20, 236, 131, 337), (231, 319, 327, 405), (143, 487, 265, 594), (407, 280, 480, 366), (407, 211, 480, 297), (304, 555, 415, 640), (283, 422, 388, 540), (1, 77, 85, 186), (12, 36, 105, 126)]",16,0.4,0.238,0.312,"[(1, 1, 20, 15), (1, 1, 173, 70), (1, 77, 71, 167), (1, 228, 80, 292), (1, 319, 101, 425), (1, 557, 108, 639), (1, 161, 62, 218), (103, 570, 122, 591), (154, 1, 249, 32), (157, 428, 370, 587), (209, 540, 297, 639), (241, 561, 421, 639), (247, 322, 324, 437), (299, 1, 332, 10), (414, 201, 479, 360), (407, 574, 479, 639)]",11,0.9,0.312,0.455,"[(1, 1, 173, 70), (1, 77, 71, 167), (1, 228, 80, 292), (1, 319, 101, 425), (1, 557, 108, 639), (1, 161, 62, 218), (154, 1, 249, 32), (209, 540, 297, 639), (241, 561, 421, 639), (247, 322, 324, 437), (414, 201, 479, 360)]",0,[],8,0.0,0.0,0.0,"[(86, 540, 117, 567), (111, 608, 139, 631), (147, 169, 235, 262), (161, 628, 176, 640), (267, 186, 273, 192), (389, 547, 416, 567), (441, 593, 449, 601), (477, 485, 480, 496)]",5,0.0,0.0,0.0,"[(161, 628, 176, 640), (267, 186, 273, 192), (389, 547, 416, 567), (441, 593, 449, 601), (477, 485, 480, 496)]"
BloodImage_00056.jpg,11,"[(111, 430, 205, 539), (121, 329, 212, 430), (366, 393, 457, 494), (12, 37, 137, 158), (1, 262, 111, 409), (204, 171, 297, 282), (312, 225, 395, 304), (350, 317, 429, 416), (323, 507, 436, 626), (99, 237, 205, 346), (18, 420, 129, 521)]",18,0.364,0.208,0.278,"[(1, 122, 53, 228), (1, 226, 105, 391), (1, 433, 139, 550), (28, 51, 132, 146), (102, 137, 205, 398), (153, 50, 241, 144), (126, 437, 204, 508), (200, 1, 367, 283), (220, 173, 248, 203), (285, 70, 447, 272), (316, 86, 363, 117), (335, 516, 468, 639), (306, 235, 359, 283), (358, 253, 424, 352), (385, 370, 479, 481), (399, 18, 479, 117), (425, 354, 479, 384), (435, 178, 479, 271)]",9,0.818,0.176,0.333,"[(1, 122, 53, 228), (1, 226, 105, 391), (1, 433, 139, 550), (28, 51, 132, 146), (153, 50, 241, 144), (358, 253, 424, 352), (385, 370, 479, 481), (399, 18, 479, 117), (435, 178, 479, 271)]",0,[],2,0.0,0.0,0.0,"[(234, 291, 347, 378), (376, 84, 395, 97)]",1,0.0,0.0,0.0,"[(376, 84, 395, 97)]"
BloodImage_00057.jpg,6,"[(252, 488, 357, 596), (127, 393, 214, 487), (64, 460, 172, 565), (319, 5, 427, 110), (315, 221, 406, 322), (17, 267, 117, 364)]",15,0.0,0.0,0.0,"[(1, 1, 41, 107), (1, 168, 62, 291), (1, 539, 47, 621), (46, 407, 96, 457), (47, 375, 94, 417), (65, 534, 159, 639), (73, 298, 238, 437), (92, 494, 128, 516), (151, 579, 308, 639), (191, 275, 269, 365), (267, 223, 387, 406), (267, 422, 405, 592), (351, 1, 468, 53), (334, 15, 397, 92), (403, 591, 479, 639)]",9,0.5,0.0,0.0,"[(1, 1, 41, 107), (1, 168, 62, 291), (1, 539, 47, 621), (65, 534, 159, 639), (73, 298, 238, 437), (151, 579, 308, 639), (191, 275, 269, 365), (351, 1, 468, 53), (403, 591, 479, 639)]",0,[],2,0.0,0.0,0.0,"[(89, 188, 195, 288), (416, 561, 431, 576)]",1,0.0,0.0,0.0,"[(416, 561, 431, 576)]"
BloodImage_00058.jpg,8,"[(223, 201, 322, 314), (252, 1, 357, 89), (336, 203, 441, 292), (293, 507, 422, 624), (76, 464, 175, 577), (33, 6, 169, 141), (229, 106, 325, 188), (146, 196, 221, 289)]",18,0.0,0.04,0.056,"[(1, 1, 67, 22), (1, 153, 73, 252), (1, 482, 94, 584), (27, 571, 162, 639), (46, 18, 318, 301), (67, 536, 175, 607), (97, 475, 160, 512), (130, 1, 207, 55), (225, 601, 285, 639), (237, 97, 317, 220), (306, 517, 397, 583), (317, 573, 411, 639), (350, 126, 474, 281), (369, 555, 479, 639), (384, 1, 479, 154), (440, 205, 479, 271), (441, 458, 479, 587), (462, 1, 479, 20)]",12,0.5,0.053,0.083,"[(1, 153, 73, 252), (1, 482, 94, 584), (27, 571, 162, 639), (67, 536, 175, 607), (130, 1, 207, 55), (237, 97, 317, 220), (306, 517, 397, 583), (317, 573, 411, 639), (369, 555, 479, 639), (384, 1, 479, 154), (440, 205, 479, 271), (441, 458, 479, 587)]",0,[],2,0.0,0.0,0.0,"[(6, 224, 112, 332), (456, 346, 464, 355)]",1,0.0,0.0,0.0,"[(456, 346, 464, 355)]"
BloodImage_00059.jpg,12,"[(191, 405, 282, 525), (269, 282, 360, 402), (366, 116, 457, 236), (281, 27, 372, 147), (95, 47, 186, 167), (36, 160, 122, 256), (49, 409, 141, 521), (312, 228, 420, 340), (178, 109, 286, 221), (55, 293, 160, 392), (1, 49, 82, 145), (416, 512, 480, 619)]",23,0.083,0.207,0.261,"[(1, 1, 95, 97), (1, 49, 79, 174), (1, 268, 65, 385), (1, 536, 49, 639), (43, 164, 116, 259), (55, 454, 239, 639), (57, 244, 116, 311), (60, 298, 158, 466), (66, 432, 82, 446), (80, 61, 168, 112), (97, 32, 138, 77), (170, 1, 239, 31), (194, 144, 257, 225), (204, 410, 269, 513), (245, 75, 393, 322), (292, 316, 355, 387), (302, 40, 356, 70), (361, 589, 463, 639), (367, 128, 456, 213), (397, 270, 415, 298), (408, 506, 479, 607), (429, 202, 479, 286), (461, 1, 479, 21)]",14,0.833,0.238,0.357,"[(1, 1, 95, 97), (1, 49, 79, 174), (1, 268, 65, 385), (1, 536, 49, 639), (43, 164, 116, 259), (57, 244, 116, 311), (80, 61, 168, 112), (194, 144, 257, 225), (204, 410, 269, 513), (292, 316, 355, 387), (361, 589, 463, 639), (367, 128, 456, 213), (408, 506, 479, 607), (429, 202, 479, 286)]",0,[],2,0.0,0.0,0.0,"[(74, 448, 85, 456), (174, 224, 278, 321)]",1,0.0,0.0,0.0,"[(74, 448, 85, 456)]"
BloodImage_00062.jpg,11,"[(161, 140, 253, 264), (283, 360, 374, 451), (302, 429, 418, 559), (231, 521, 328, 629), (153, 392, 261, 528), (56, 408, 154, 502), (1, 372, 98, 466), (48, 546, 146, 640), (1, 173, 93, 286), (1, 61, 72, 160), (25, 1, 121, 66)]",23,0.0,0.308,0.348,"[(1, 76, 84, 191), (1, 257, 56, 350), (1, 433, 85, 579), (1, 212, 90, 303), (29, 1, 110, 58), (57, 389, 138, 464), (65, 568, 170, 637), (109, 505, 312, 625), (160, 609, 232, 639), (142, 410, 259, 521), (150, 1, 227, 53), (171, 446, 229, 498), (177, 144, 245, 247), (217, 1, 431, 163), (241, 1, 306, 44), (287, 370, 371, 433), (307, 431, 408, 556), (330, 189, 344, 208), (348, 1, 432, 45), (416, 1, 479, 47), (430, 120, 479, 230), (379, 90, 458, 175), (454, 347, 479, 428)]",17,0.455,0.4,0.471,"[(1, 76, 84, 191), (1, 257, 56, 350), (1, 433, 85, 579), (1, 212, 90, 303), (29, 1, 110, 58), (57, 389, 138, 464), (65, 568, 170, 637), (142, 410, 259, 521), (150, 1, 227, 53), (171, 446, 229, 498), (177, 144, 245, 247), (241, 1, 306, 44), (287, 370, 371, 433), (307, 431, 408, 556), (348, 1, 432, 45), (430, 120, 479, 230), (454, 347, 479, 428)]",0,[],4,0.0,0.0,0.0,"[(87, 276, 108, 295), (265, 136, 325, 219), (290, 102, 359, 144), (342, 157, 379, 215)]",1,0.0,0.0,0.0,"[(87, 276, 108, 295)]"
BloodImage_00063.jpg,9,"[(187, 21, 288, 118), (91, 194, 192, 291), (230, 543, 331, 640), (134, 431, 239, 548), (203, 210, 301, 303), (1, 118, 81, 206), (371, 169, 452, 257), (78, 38, 177, 163), (61, 383, 156, 483)]",28,0.0,0.057,0.071,"[(1, 51, 72, 122), (1, 116, 70, 199), (1, 392, 37, 442), (1, 491, 89, 573), (17, 419, 88, 495), (33, 1, 128, 32), (55, 58, 125, 124), (61, 508, 159, 601), (67, 114, 130, 160), (72, 383, 210, 552), (103, 234, 118, 269), (107, 149, 183, 246), (110, 95, 175, 157), (116, 590, 193, 639), (146, 234, 264, 396), (207, 33, 278, 101), (233, 392, 259, 435), (240, 554, 323, 639), (248, 267, 422, 387), (327, 262, 348, 282), (378, 616, 433, 639), (368, 197, 431, 253), (400, 174, 479, 251), (400, 354, 455, 431), (400, 501, 479, 639), (421, 1, 479, 80), (423, 51, 479, 132), (439, 188, 479, 246)]",19,0.0,0.077,0.105,"[(1, 51, 72, 122), (1, 116, 70, 199), (1, 491, 89, 573), (17, 419, 88, 495), (33, 1, 128, 32), (55, 58, 125, 124), (61, 508, 159, 601), (67, 114, 130, 160), (107, 149, 183, 246), (110, 95, 175, 157), (116, 590, 193, 639), (146, 234, 264, 396), (207, 33, 278, 101), (240, 554, 323, 639), (400, 174, 479, 251), (400, 354, 455, 431), (400, 501, 479, 639), (421, 1, 479, 80), (423, 51, 479, 132)]",0,[],2,0.0,0.0,0.0,"[(230, 342, 251, 369), (309, 378, 415, 480)]",1,0.0,0.0,0.0,"[(230, 342, 251, 369)]"
BloodImage_00064.jpg,10,"[(202, 474, 309, 609), (248, 356, 333, 441), (343, 393, 429, 494), (150, 232, 240, 334), (1, 416, 90, 518), (45, 204, 135, 306), (316, 218, 406, 320), (308, 507, 399, 612), (406, 501, 480, 603), (228, 1, 308, 85)]",19,0.1,0.16,0.211,"[(1, 1, 94, 157), (1, 151, 127, 293), (1, 300, 171, 438), (1, 399, 94, 511), (1, 611, 79, 639), (81, 1, 256, 45), (157, 299, 216, 382), (216, 482, 346, 599), (226, 139, 321, 268), (227, 1, 354, 74), (256, 243, 408, 420), (286, 613, 340, 639), (329, 515, 388, 549), (347, 539, 399, 634), (349, 1, 479, 135), (357, 412, 426, 483), (414, 436, 479, 576), (407, 115, 466, 142), (469, 285, 479, 341)]",9,0.9,0.188,0.333,"[(1, 399, 94, 511), (1, 611, 79, 639), (81, 1, 256, 45), (157, 299, 216, 382), (226, 139, 321, 268), (227, 1, 354, 74), (347, 539, 399, 634), (357, 412, 426, 483), (414, 436, 479, 576)]",0,[],1,0.0,0.0,0.0,"[(135, 51, 230, 150)]",0,1.0,0.0,0.0,[]
BloodImage_00065.jpg,5,"[(180, 166, 287, 266), (127, 33, 234, 133), (150, 557, 272, 640), (17, 244, 107, 337), (1, 17, 68, 111)]",16,0.0,0.05,0.062,"[(1, 1, 110, 120), (9, 112, 82, 248), (15, 275, 28, 289), (24, 219, 147, 360), (52, 75, 200, 226), (134, 166, 236, 254), (150, 40, 221, 112), (151, 573, 250, 639), (188, 180, 249, 235), (193, 127, 210, 163), (264, 231, 285, 248), (335, 1, 479, 147), (366, 451, 477, 533), (385, 259, 479, 458), (456, 177, 479, 228), (469, 24, 479, 47)]",9,0.2,0.077,0.111,"[(1, 1, 110, 120), (9, 112, 82, 248), (24, 219, 147, 360), (134, 166, 236, 254), (150, 40, 221, 112), (151, 573, 250, 639), (188, 180, 249, 235), (366, 451, 477, 533), (385, 259, 479, 458)]",0,[],3,0.0,0.0,0.0,"[(125, 428, 223, 537), (279, 272, 380, 379), (307, 512, 317, 520)]",1,0.0,0.0,0.0,"[(307, 512, 317, 520)]"
BloodImage_00066.jpg,8,"[(3, 91, 109, 194), (150, 92, 259, 188), (54, 469, 150, 581), (316, 377, 412, 489), (367, 98, 455, 185), (34, 16, 122, 103), (311, 289, 399, 376), (407, 522, 478, 627)]",15,0.125,0.045,0.067,"[(1, 1, 117, 182), (34, 551, 119, 639), (1, 491, 113, 573), (95, 147, 108, 165), (108, 546, 128, 565), (152, 1, 250, 128), (173, 93, 246, 182), (296, 246, 479, 463), (338, 517, 479, 639), (297, 1, 363, 75), (376, 128, 412, 175), (373, 411, 409, 473), (423, 136, 479, 252), (462, 325, 479, 349), (464, 509, 479, 528)]",5,0.625,0.083,0.2,"[(34, 551, 119, 639), (1, 491, 113, 573), (152, 1, 250, 128), (173, 93, 246, 182), (423, 136, 479, 252)]",0,[],4,0.0,0.0,0.0,"[(65, 463, 72, 471), (139, 480, 163, 502), (210, 455, 318, 572), (464, 371, 470, 380)]",3,0.0,0.0,0.0,"[(65, 463, 72, 471), (139, 480, 163, 502), (464, 371, 470, 380)]"
BloodImage_00067.jpg,11,"[(1, 20, 107, 130), (69, 140, 176, 250), (329, 1, 430, 99), (188, 255, 292, 357), (74, 367, 178, 469), (131, 537, 235, 640), (229, 495, 333, 598), (230, 412, 314, 500), (415, 440, 480, 528), (102, 12, 206, 114), (232, 81, 353, 176)]",23,0.0,0.172,0.217,"[(1, 1, 101, 93), (1, 298, 64, 396), (1, 397, 84, 496), (1, 527, 43, 604), (1, 577, 71, 639), (10, 56, 58, 121), (52, 502, 149, 560), (54, 554, 127, 600), (80, 394, 149, 451), (87, 146, 177, 216), (95, 176, 201, 273), (76, 326, 121, 375), (111, 382, 287, 504), (166, 1, 225, 91), (184, 130, 225, 180), (196, 259, 291, 398), (199, 44, 343, 196), (269, 393, 292, 411), (336, 1, 479, 94), (350, 546, 479, 639), (325, 586, 402, 639), (427, 452, 479, 520), (412, 87, 479, 167)]",16,0.545,0.174,0.25,"[(1, 1, 101, 93), (1, 298, 64, 396), (1, 397, 84, 496), (1, 527, 43, 604), (1, 577, 71, 639), (10, 56, 58, 121), (52, 502, 149, 560), (80, 394, 149, 451), (87, 146, 177, 216), (95, 176, 201, 273), (111, 382, 287, 504), (166, 1, 225, 91), (196, 259, 291, 398), (350, 546, 479, 639), (325, 586, 402, 639), (427, 452, 479, 520)]",0,[],2,0.0,0.0,0.0,"[(234, 485, 244, 496), (348, 152, 471, 240)]",1,0.0,0.0,0.0,"[(234, 485, 244, 496)]"
BloodImage_00068.jpg,9,"[(23, 235, 127, 349), (147, 388, 243, 488), (218, 482, 338, 598), (259, 359, 379, 475), (172, 34, 243, 148), (365, 283, 450, 374), (299, 291, 384, 382), (394, 29, 479, 120), (339, 531, 424, 622)]",18,0.0,0.174,0.222,"[(1, 384, 28, 450), (1, 468, 47, 540), (1, 529, 78, 639), (30, 241, 124, 340), (153, 394, 230, 472), (187, 91, 309, 260), (226, 494, 335, 591), (280, 376, 373, 446), (287, 160, 336, 220), (289, 424, 385, 479), (294, 601, 403, 639), (298, 233, 373, 295), (305, 293, 383, 379), (341, 434, 479, 604), (384, 292, 399, 306), (396, 184, 479, 317), (421, 67, 479, 163), (439, 398, 479, 484)]",15,0.333,0.2,0.267,"[(1, 468, 47, 540), (1, 529, 78, 639), (30, 241, 124, 340), (153, 394, 230, 472), (187, 91, 309, 260), (226, 494, 335, 591), (280, 376, 373, 446), (287, 160, 336, 220), (289, 424, 385, 479), (294, 601, 403, 639), (298, 233, 373, 295), (305, 293, 383, 379), (396, 184, 479, 317), (421, 67, 479, 163), (439, 398, 479, 484)]",0,[],5,0.0,0.0,0.0,"[(96, 391, 119, 419), (114, 29, 128, 43), (121, 364, 149, 391), (128, 336, 134, 344), (233, 0, 329, 81)]",3,0.0,0.0,0.0,"[(96, 391, 119, 419), (114, 29, 128, 43), (128, 336, 134, 344)]"
BloodImage_00069.jpg,12,"[(235, 17, 335, 114), (272, 210, 372, 307), (134, 325, 238, 445), (57, 270, 158, 380), (1, 160, 86, 283), (153, 190, 253, 298), (379, 428, 480, 536), (196, 477, 297, 585), (16, 487, 98, 575), (122, 525, 204, 613), (321, 1, 439, 115), (308, 111, 406, 225)]",23,0.083,0.296,0.348,"[(1, 1, 146, 42), (1, 162, 75, 278), (1, 301, 83, 514), (1, 466, 53, 550), (35, 498, 106, 570), (63, 287, 153, 375), (122, 539, 172, 607), (136, 498, 293, 639), (143, 296, 254, 431), (167, 204, 266, 313), (242, 32, 319, 107), (257, 213, 374, 300), (277, 406, 312, 440), (285, 31, 360, 97), (305, 349, 323, 364), (332, 515, 463, 639), (335, 36, 436, 127), (372, 1, 436, 31), (376, 151, 479, 336), (390, 439, 453, 523), (347, 158, 409, 197), (400, 306, 448, 399), (351, 378, 437, 465)]",17,0.583,0.381,0.471,"[(1, 1, 146, 42), (1, 162, 75, 278), (1, 301, 83, 514), (1, 466, 53, 550), (35, 498, 106, 570), (63, 287, 153, 375), (143, 296, 254, 431), (167, 204, 266, 313), (242, 32, 319, 107), (257, 213, 374, 300), (285, 31, 360, 97), (332, 515, 463, 639), (335, 36, 436, 127), (376, 151, 479, 336), (390, 439, 453, 523), (400, 306, 448, 399), (351, 378, 437, 465)]",0,[],2,0.0,0.0,0.0,"[(277, 361, 365, 463), (348, 320, 361, 335)]",1,0.0,0.0,0.0,"[(348, 320, 361, 335)]"
BloodImage_00070.jpg,10,"[(394, 119, 479, 233), (1, 187, 85, 301), (230, 501, 326, 607), (384, 520, 480, 626), (175, 299, 281, 414), (21, 96, 127, 211), (119, 45, 225, 160), (263, 47, 386, 155), (295, 534, 390, 640), (140, 429, 235, 535)]",18,0.2,0.077,0.111,"[(1, 1, 68, 82), (1, 196, 41, 272), (44, 1, 280, 162), (65, 149, 96, 176), (171, 308, 271, 480), (215, 95, 312, 221), (219, 426, 433, 622), (262, 91, 322, 151), (262, 1, 336, 94), (267, 402, 334, 443), (354, 455, 380, 473), (374, 588, 461, 639), (396, 133, 454, 218), (360, 1, 429, 25), (417, 1, 479, 101), (445, 139, 479, 212), (446, 359, 479, 486), (462, 482, 479, 516)]",10,1.0,0.053,0.1,"[(1, 1, 68, 82), (1, 196, 41, 272), (215, 95, 312, 221), (262, 91, 322, 151), (262, 1, 336, 94), (267, 402, 334, 443), (374, 588, 461, 639), (396, 133, 454, 218), (417, 1, 479, 101), (446, 359, 479, 486)]",0,[],4,0.0,0.0,0.0,"[(86, 184, 195, 282), (328, 16, 334, 23), (353, 387, 433, 464), (377, 40, 391, 54)]",2,0.0,0.0,0.0,"[(328, 16, 334, 23), (377, 40, 391, 54)]"
BloodImage_00071.jpg,8,"[(365, 300, 474, 427), (17, 487, 126, 614), (200, 160, 300, 265), (8, 69, 109, 193), (91, 181, 191, 286), (280, 82, 394, 191), (252, 509, 366, 618), (128, 83, 253, 207)]",20,0.0,0.077,0.1,"[(1, 65, 27, 111), (1, 79, 106, 239), (1, 277, 71, 388), (1, 455, 25, 491), (31, 508, 102, 597), (66, 275, 122, 361), (91, 213, 104, 228), (96, 93, 377, 316), (108, 298, 175, 370), (103, 597, 211, 639), (217, 381, 306, 494), (225, 564, 330, 639), (262, 221, 328, 275), (276, 529, 355, 606), (287, 348, 379, 447), (324, 53, 355, 94), (364, 1, 387, 11), (367, 317, 459, 413), (434, 624, 471, 639), (462, 204, 479, 233)]",11,0.625,0.056,0.091,"[(1, 277, 71, 388), (31, 508, 102, 597), (66, 275, 122, 361), (108, 298, 175, 370), (103, 597, 211, 639), (217, 381, 306, 494), (225, 564, 330, 639), (262, 221, 328, 275), (276, 529, 355, 606), (287, 348, 379, 447), (367, 317, 459, 413)]",0,[],1,0.0,0.0,0.0,"[(359, 191, 477, 278)]",0,1.0,0.0,0.0,[]
